P-of-T,SUBJ,NUMB,SECT,CRN,TITLE,NOTES,HRS,ENRLD,MAXENRL,TIMES,DAYS,LOCATION,INSTRUCTOR,CAMPUS
1,MATH,1111,2,21325,COLLEGE ALGEBRA,,3,22,25,12:00-12:50,M W,0304 COMPUTER TECHNOLOGY/MATHE,"Tragoonsirisak, Patcharin",Main Campus
1,MATH,1111,3,21329,COLLEGE ALGEBRA,,3,30,26,01:00-01:50,T R,0204 COMPUTER TECHNOLOGY/MATHE,"Cartwright, Samuel",Main Campus
1,MATH,1111,4,24022,COLLEGE ALGEBRA,- $40 or under req txtbks cost,3,27,25,02:00-02:50,M W,0302 COMPUTER TECHNOLOGY/MATHE,"Cartwright, Samuel",Main Campus
1,MATH,1111,5,24019,COLLEGE ALGEBRA,,3,25,25,09:00-09:50,M W,0302 COMPUTER TECHNOLOGY/MATHE,"Tragoonsirisak, Patcharin",Main Campus
1,MATH,1111,6,27146,COLLEGE ALGEBRA,- $40 or under req txtbks cost,3,29,25,12:00-12:50,M W,0201 COMPUTER TECHNOLOGY/MATHE,"Cartwright, Samuel",Main Campus
1,MATH,1111,7,27148,COLLEGE ALGEBRA,,3,41,25,08:00-08:50,M W,0304 COMPUTER TECHNOLOGY/MATHE,"Burell, Bhavana",Main Campus
1,MATH,1111,8,24287,COLLEGE ALGEBRA,,3,25,25,05:30-06:20,T R,0204 COMPUTER TECHNOLOGY/MATHE,"Erb, Scarlett",Main Campus
1,MATH,1111,9,27455,COLLEGE ALGEBRA,,3,24,25,12:00-01:40,M,0204 COMPUTER TECHNOLOGY/MATHE,"Erb, Scarlett",Main Campus
1,MATH,1111,10,27924,COLLEGE ALGEBRA,,3,28,25,02:00-03:40,M,0204 COMPUTER TECHNOLOGY/MATHE,"Erb, Scarlett",Main Campus
1,MATH,1111L,51,25945,COLLEGE ALGEBRA LAB,,0,26,25,10:00-10:50,T R,0221 COMPUTER TECHNOLOGY/MATHE,"Burell, Bhavana",Main Campus
1,MATH,1111L,52,25946,COLLEGE ALGEBRA LAB,,0,22,25,12:00-12:50,T R,0221 COMPUTER TECHNOLOGY/MATHE,"Tragoonsirisak, Patcharin",Main Campus
1,MATH,1111L,53,25947,COLLEGE ALGEBRA LAB,,0,31,26,01:00-01:50,M W,0218 COMPUTER TECHNOLOGY/MATHE,"Cartwright, Samuel",Main Campus
1,MATH,1111L,54,25948,COLLEGE ALGEBRA LAB,,0,27,25,02:00-02:50,T R,0221 COMPUTER TECHNOLOGY/MATHE,"Cartwright, Samuel",Main Campus
1,MATH,1111L,55,25949,COLLEGE ALGEBRA LAB,,0,25,25,09:00-09:50,T R,0218 COMPUTER TECHNOLOGY/MATHE,"Tragoonsirisak, Patcharin",Main Campus
1,MATH,1111L,56,27147,COLLEGE ALGEBRA LAB,- $40 or under req txtbks cost,0,28,25,12:00-12:50,T R,0218 COMPUTER TECHNOLOGY/MATHE,"Cartwright, Samuel",Main Campus
1,MATH,1111L,57,27149,COLLEGE ALGEBRA LAB,,0,41,25,08:00-08:50,T R,0218 COMPUTER TECHNOLOGY/MATHE,"Burell, Bhavana",Main Campus
1,MATH,1111L,58,26220,COLLEGE ALGEBRA LAB,,0,25,25,06:30-07:20,T R,0218 COMPUTER TECHNOLOGY/MATHE,"Erb, Scarlett",Main Campus
1,MATH,1111L,59,27456,COLLEGE ALGEBRA LAB,,0,24,25,12:00-01:40,W,0321 COMPUTER TECHNOLOGY/MATHE,"Erb, Scarlett",Main Campus
1,MATH,1111L,60,27925,COLLEGE ALGEBRA LAB,,0,28,25,02:00-03:40,W,0218 COMPUTER TECHNOLOGY/MATHE,"Erb, Scarlett",Main Campus
1,MATH,1112,1,24288,TRIGONOMETRY,- $40 or under req txtbks cost,3,33,30,10:00-10:50,M W F,0201 COMPUTER TECHNOLOGY/MATHE,"Cartwright, Samuel",Main Campus
1,MATH,1112,2,27568,TRIGONOMETRY,- $40 or under req txtbks cost,3,32,30,12:30-01:45,T R,0303 COMPUTER TECHNOLOGY/MATHE,"Aberra, Dawitt",Main Campus
1,MATH,1113,1,23604,PRECALCULUS,- Hope & Zell Miller STEM Course,4,14,25,05:30-06:45,M W,0301 COMPUTER TECHNOLOGY/MATHE,"Cornelious, Kasie",Main Campus
1,MATH,1113,2,24161,PRECALCULUS,- Hope & Zell Miller STEM Course,4,29,25,09:00-09:50,MTW,0301 COMPUTER TECHNOLOGY/MATHE,"Kunwar, Ishwari",Main Campus
,,,,,,- $40 or under req txtbks cost,,,,,,,,
1,MATH,1113L,51,25962,PRECALCULUS LAB,- Hope & Zell Miller STEM Course,0,15,25,06:55-07:45,M W,0218 COMPUTER TECHNOLOGY/MATHE,"Cornelious, Kasie",Main Campus
1,MATH,1113L,52,25963,PRECALCULUS LAB,- Hope & Zell Miller STEM Course,0,29,25,09:00-09:50,RF,0221 COMPUTER TECHNOLOGY/MATHE,"Kunwar, Ishwari",Main Campus
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
1,MATH,1150,1,26602,CALCULUS FOR BUS. & ECONOMICS,- No-cost:$0 required txtbk cost,4,37,38,09:00-09:50,MTWR,0304 COMPUTER TECHNOLOGY/MATHE,"Cartwright, Samuel",Main Campus
1,MATH,1154,1,21362,CALCULUS I,- Hope & Zell Miller STEM Course,4,33,30,01:00-01:50,MTWR,0301 COMPUTER TECHNOLOGY/MATHE,"Kunwar, Ishwari",Main Campus
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
1,MATH,1154,2,21364,CALCULUS I,- Hope & Zell Miller STEM Course,4,36,30,02:00-02:50,MTWR,0301 COMPUTER TECHNOLOGY/MATHE,"Kunwar, Ishwari",Main Campus
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
1,MATH,1154,3,27920,CALCULUS I,- Hope & Zell Miller STEM Course,4,27,30,05:30-07:10,T R,0302 COMPUTER TECHNOLOGY/MATHE,"Stegall, Robert",Main Campus
1,MATH,2008,1,25964,FOUNDATIONS OF NUMBERS & OPER,,3,21,20,12:30-01:45,T R,0304 COMPUTER TECHNOLOGY/MATHE,"Burell, Bhavana",Main Campus
1,MATH,2113,1,24508,ELEM STATISTICS,- Hope & Zell Miller STEM Course,3,39,30,03:30-04:45,T R,0304 COMPUTER TECHNOLOGY/MATHE,"Aberra, Dawitt",Main Campus
1,MATH,2164,1,21372,CALCULUS II,- Hope & Zell Miller STEM Course,4,20,30,10:00-10:50,MTWR,0202 COMPUTER TECHNOLOGY/MATHE,"Kunwar, Ishwari",Main Campus
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
1,MATH,2174,1,22223,CALCULUS III,- Hope & Zell Miller STEM Course,4,10,30,01:00-01:50,MTWR,0202 COMPUTER TECHNOLOGY/MATHE,"Tragoonsirisak, Patcharin",Main Campus
1,MATH,2203,1,21873,INTRO LINEAR ALGEBRA,- Hope & Zell Miller STEM Course,3,31,30,02:00-03:15,T R,0303 COMPUTER TECHNOLOGY/MATHE,"Tragoonsirisak, Patcharin",Main Campus
1,MATH,3000,1,24693,FOUNDATIONS OF ADVANCED MATH,,3,14,30,08:00-08:50,M W F,0303 COMPUTER TECHNOLOGY/MATHE,"Zhu, J.",Main Campus
1,MATH,3100,1,27733,DISCRETE MATH & STATISTICS,,3,2,10,05:30-08:30,T,0110 HUBBARD EDUCATION,"Cuthpert, Reginald",Main Campus
1,MATH,3223,1,22269,DIFFERENTIAL EQUATIONS,- Hope & Zell Miller STEM Course,3,5,30,09:00-09:50,M W F,0303 COMPUTER TECHNOLOGY/MATHE,"Zhu, J.",Main Campus
1,MATH,3273,1,22270,THEORY OF NUMBERS,,3,7,30,12:00-12:50,M W F,0303 COMPUTER TECHNOLOGY/MATHE,"Zhu, J.",Main Campus
1,MATH,3400,1,27253,GEOMETRY FOR K-8 TEACHERS,,3,8,20,03:30-04:45,T R,0202 COMPUTER TECHNOLOGY/MATHE,"Stegall, Robert",Main Campus
1,MATH,4193,1,21468,ABSTRACT ALGEBRA,,3,10,30,11:00-11:50,M W F,0303 COMPUTER TECHNOLOGY/MATHE,"Zhu, J.",Main Campus
1,MATH,4243,1,28014,LINEAR ALGEBRA II,,3,1,1,05:00-06:45,M W,0220 COMPUTER TECHNOLOGY/MATHE,"Zhu, J.",Main Campus
1,MATH,4391,1,27303,MATH SEMINAR,- No-cost:$0 required txtbk cost,1,6,15,10:00-10:50,W,0302 COMPUTER TECHNOLOGY/MATHE,"Aberra, Dawitt",Main Campus
1,MCMM,1101,WH1,23313,ORI TO MASS COMMUNICATION,- No-cost:$0 required txtbk cost,1,21,25,10:00-10:50,W,0102 FOUNDERS ACADEMIC,"Lee, Andrew",Main Campus
1,MCMM,1163,WH1,25111,BASIC MEDIA WRITING,- No-cost:$0 required txtbk cost,3,28,20,03:00-03:50,M W F,0102 FOUNDERS ACADEMIC,"Booze, Karlisha",Main Campus
1,MCMM,2113,WH1,24783,INTRO TO MASS MEDIA RESEARCH,- No-cost:$0 required txtbk cost,3,30,20,09:30-10:45,T R,0101 FOUNDERS ACADEMIC,"Lee, Andrew",Main Campus
1,MCMM,2123,1,21891,BASIC PHOTOGRAPHY,- No-cost:$0 required txtbk cost,3,17,15,09:30-10:45,T R,0222 FOUNDERS ACADEMIC,"Dickey, Bobby",Main Campus
1,MCMM,2123,2,25108,BASIC PHOTOGRAPHY,- No-cost:$0 required txtbk cost,3,18,15,12:30-01:45,T R,0222 FOUNDERS ACADEMIC,"Dickey, Bobby",Main Campus
1,MCMM,2124K,2,25109,BASIC PHOTOGRAPHY LAB,- No-cost:$0 required txtbk cost,1,16,15,11:00-12:15,T,0222 FOUNDERS ACADEMIC,"Dickey, Bobby",Main Campus
1,MCMM,2144K,WH1,23183,MASS MEDIA (PRINT)LAB,- No-cost:$0 required txtbk cost,1,10,20,04:00-05:50,F,0202 FOUNDERS ACADEMIC,"Spikes, Chata",Main Campus
1,MCMM,2223,WH1,23854,INTRO TO MEDIA STUDIES,- No-cost:$0 required txtbk cost,3,26,20,09:00-09:50,M W F,0203 FOUNDERS ACADEMIC,"Spikes, Chata",Main Campus
1,MCMM,2224K,WH1,22804,MASS MEDIA LAB(B'CAST),- No-cost:$0 required txtbk cost,1,15,20,07:00-08:50,F,0203 FOUNDERS ACADEMIC,"Spikes, Chata",Main Campus
1,MCMM,3123,WH1,24444,MASS MEDIA LAW & ETHICS,- No-cost:$0 required txtbk cost,3,25,20,05:00-07:50,M,0203 FOUNDERS ACADEMIC,"Booze, Karlisha",Main Campus
1,MCMM,3124K,WH1,24638,MASS MEDIA LAW & ETHIC LAB,- No-cost:$0 required txtbk cost,1,17,20,08:00-09:50,W,0203 FOUNDERS ACADEMIC,"Booze, Karlisha",Main Campus
1,MCMM,3125,1,26139,ELECTRONIC MEDIA,- No-cost:$0 required txtbk cost,3,17,20,05:00-07:50,W,0116 FOUNDERS ACADEMIC,"Rashidi, Kuumba",Main Campus
1,MCMM,3143,WH1,28022,WRITING & REPORTING FOR MEDIA,- No-cost:$0 required txtbk cost,3,10,20,09:00-09:50,M W F,0102 FOUNDERS ACADEMIC,"Spikes, Chata",Main Campus
1,MCMM,3163,1,28023,PUBLICATION EDITING & DESIGN,- No-cost:$0 required txtbk cost,3,16,20,02:00-03:15,T R,0116 FOUNDERS ACADEMIC,"Dickey, Bobby",Main Campus
1,MCMM,4163,WH1,27805,PHOTOJOURNALISM,- No-cost:$0 required txtbk cost,3,0,20,11:00-11:50,M W F,0102 FOUNDERS ACADEMIC,,Main Campus
1,MCMM,4193,WH1,27574,TV PRODUCTION I,- No-cost:$0 required txtbk cost,3,9,20,05:00-07:50,W,0203 FOUNDERS ACADEMIC,"Booze, Karlisha",Main Campus
1,MCMM,4223,WH1,26797,RADIO-TV ADVERTISING,- No-cost:$0 required txtbk cost,3,10,20,02:00-02:50,M W F,0203 FOUNDERS ACADEMIC,"Spikes, Chata",Main Campus
1,MCMM,4253,WH1,27575,PUB RELAT THEORY & PRAC,- No-cost:$0 required txtbk cost,3,6,20,04:00-04:50,M W F,0102 FOUNDERS ACADEMIC,"Booze, Karlisha",Main Campus
1,MCMM,4273,WH1,26546,CORPORATE COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,6,20,10:00-10:50,M W F,0101 FOUNDERS ACADEMIC,"Spikes, Chata",Main Campus
1,MCMM,4283,WH1,27809,MASS COMMUNICATION RESEARCH,- No-cost:$0 required txtbk cost,3,23,20,12:30-01:45,T R,0101 FOUNDERS ACADEMIC,"Lee, Andrew",Main Campus
1,MCMM,4293,WH1,27807,PERFORMANCE IN MEDIA,- No-cost:$0 required txtbk cost,3,0,20,01:00-01:50,M W F,0102 FOUNDERS ACADEMIC,,Main Campus
1,MCMM,4303,1,27576,CAMPUS PRACTICUM,- No-cost:$0 required txtbk cost,3,1,15,08:00-09:15,T R,0102 FOUNDERS ACADEMIC,"Lee, Andrew",Main Campus
1,MCMM,4323,1,26212,INTERNSHIP,- No-cost:$0 required txtbk cost,3,7,20,08:00-09:15,T R,0102 FOUNDERS ACADEMIC,"Lee, Andrew",Main Campus
1,MCMM,4362,WH1,27573,SPECIAL TOPICS IN THE MEDIA,- No-cost:$0 required txtbk cost,3,25,20,02:00-03:15,T R,0101 FOUNDERS ACADEMIC,"Lee, Andrew",Main Campus
1,MILS,1110,1,22030,FOUNDATIONS OF OFFICERSHIP,,1,8,50,09:00-09:50,M,0096 GANO COOP EXT,"Gibson, James",Main Campus
1,MILS,1110,2,22031,FOUNDATIONS OF OFFICERSHIP,,1,10,50,10:00-10:50,M,0096 GANO COOP EXT,"Gibson, James",Main Campus
1,MILS,1110,3,27868,FOUNDATIONS OF OFFICERSHIP,,1,4,50,11:00-11:50,M,0096 GANO COOP EXT,"Gibson, James",Main Campus
1,MILS,1110L,51,24377,FOUNDATIONS OF OFFICERSHIP LAB,,0,19,50,03:30-05:30,R,0096 GANO COOP EXT,"Gibson, James",Main Campus
1,MILS,1110L,52,24378,FOUNDATIONS OF OFFICERSHIP LAB,,0,3,50,09:00-11:00,S,0096 GANO COOP EXT,"Gibson, James",Main Campus
1,MILS,2210,1,23996,INDIVIDUAL LEADERSHIP STUDIES,,2,18,50,01:00-01:50,M W,0096 GANO COOP EXT,"White, Darius",Main Campus
1,MILS,2210,2,21932,INDIVIDUAL LEADERSHIP STUDIES,,2,10,50,02:00-02:50,M W,0096 GANO COOP EXT,"White, Darius",Main Campus
1,MILS,2210,3,27226,INDIVIDUAL LEADERSHIP STUDIES,,2,0,1,,,,,Main Campus
1,MILS,2210L,51,24457,INDIVIDUAL LEADER STUDIES LAB,,0,22,50,03:30-05:30,R,0096 GANO COOP EXT,"White, Darius",Main Campus
1,MILS,2210L,52,24458,INDIVIDUAL LEADER STUDIES LAB,,0,3,50,09:00-11:00,S,0096 GANO COOP EXT,"White, Darius",Main Campus
1,MILS,2910,1,26401,LEADERSHIP,,2,1,15,03:00-04:50,M W,0096 GANO COOP EXT,"White, Darius",Main Campus
1,MILS,2910L,51,26406,LEADERSHIP LAB,,0,2,15,03:30-05:30,R,0096 GANO COOP EXT,"White, Darius",Main Campus
1,MILS,2910L,52,27867,LEADERSHIP LAB,,0,0,15,09:00-11:00,S,0096 GANO COOP EXT,"White, Darius",Main Campus
1,MILS,3310,1,21926,LEADERSHIP & PROBLEM SOLVING,,3,8,20,09:30-10:45,T R,0102 GANO COOP EXT,"Gibson, James",Main Campus
1,MILS,3310,2,27346,LEADERSHIP & PROBLEM SOLVING,,3,7,20,12:30-01:45,T R,0102 GANO COOP EXT,"Gibson, James",Main Campus
1,MILS,3310L,51,24460,LEADERSHIP & PROBLEM SOLV LAB,,0,12,20,03:30-05:30,R,0102 GANO COOP EXT,"Gibson, James",Main Campus
1,MILS,3310L,52,24461,LEADERSHIP & PROBLEM SOLV LAB,,0,1,20,09:00-11:00,S,0102 GANO COOP EXT,"Gibson, James",Main Campus
1,MILS,4410,1,21940,LEADERSHIP & MANAGEMENT,,3,5,15,09:30-10:45,T R,0093 GANO COOP EXT,"Walton, Oliver",Main Campus
1,MILS,4410,2,27536,LEADERSHIP & MANAGEMENT,,3,7,20,12:30-01:45,T R,0093 GANO COOP EXT,"Walton, Oliver",Main Campus
1,MILS,4410L,51,24464,LEADERSHIP & MANAGEMENT,,0,3,20,09:00-11:00,S,0093 GANO COOP EXT,"Walton, Oliver",Main Campus
1,MILS,4410L,52,24801,LEADERSHIP & MANAGEMENT,,0,9,20,03:30-05:30,R,0093 GANO COOP EXT,"Walton, Oliver",Main Campus
1,MKTG,3103,1,21786,PRIN OF MARKETING,,3,40,40,05:30-08:15,T,0219 BYWATERS ACADEMIC,"Wells-O-Rear, Wendy",Main Campus
1,MKTG,3103,2,27916,PRIN OF MARKETING,,3,13,40,09:30-10:45,M W,0219 BYWATERS ACADEMIC,"Barrett, Stacie",Main Campus
1,MKTG,3113,1,27786,CONSUMER BEHAVIOR,,3,8,30,02:00-03:15,M W,0219 BYWATERS ACADEMIC,"Milton, Walter",Main Campus
1,MKTG,3123,1,26538,SALESMANSHIP,,3,10,40,11:00-12:15,M W,0219 BYWATERS ACADEMIC,"Milton, Walter",Main Campus
1,MKTG,4103,1,27899,MARKET COMMUNICATION,,3,4,30,05:30-06:45,T R,0204 BYWATERS ACADEMIC,"Barrett, Stacie",Main Campus
1,MKTG,4113,1,23839,MARKET RESEARCH,,3,15,40,07:00-08:15,R,0219 BYWATERS ACADEMIC,"Barrett, Stacie",Main Campus
1,MKTG,4253,1,26540,MARKETING MANAGEMENT,,3,8,40,03:30-04:45,T R,0218 BYWATERS ACADEMIC,"Barrett, Stacie",Main Campus
1,MLHC,5413,70,26144,CLINICAL COMM MH COUNSELING,,3,30,20,06:00-09:00,W,FVSU - Warner Robins Si,"McCamey, Jimmy",FVSU-Warner Robins Campus
1,MLHC,5770,70,27884,SUPERVISED PRACTICUM,,3,11,20,06:00-09:00,R,FVSU - Warner Robins Si,"Moore, Teah",FVSU-Warner Robins Campus
1,MLHC,5772,70,24268,INTERNSHIP I,,3,1,20,03:00-05:00,R,FVSU - Warner Robins Si,"Moore, Teah",FVSU-Warner Robins Campus
1,MLHC,5782,70,24536,INTERNSHIP II,,3,7,20,03:00-05:00,R,FVSU - Warner Robins Si,"Moore, Teah",FVSU-Warner Robins Campus
1,MNGT,3103,1,24261,PRINCIPLES OF MANAGEMENT,,3,40,40,11:00-12:15,M W,0105 BYWATERS ACADEMIC,"Parker, Marvin",Main Campus
1,MNGT,3153,1,24390,ORGANIZATIONAL THEORY/BEHAVIOR,,3,14,35,02:00-03:15,M W,0123 BYWATERS ACADEMIC,"Parker, Marvin",Main Campus
1,MNGT,3203,1,24533,HUMAN RESOURCE MANAGEMENT,,3,34,35,02:00-03:15,T R,0123 BYWATERS ACADEMIC,"Parker, Marvin",Main Campus
1,MNGT,3203,2,27939,HUMAN RESOURCE MANAGEMENT,,3,1,1,08:00-09:15,T R,0211 BYWATERS ACADEMIC,"Parker, Marvin",Main Campus
1,MNGT,3303,1,27565,OPERATION/PRODUCTION MNGT,,3,23,40,02:00-03:15,T R,0218 BYWATERS ACADEMIC,"Gyapong, Samuel",Main Campus
1,MNGT,4353,1,27566,SMALL BUSINESS MANAGEMENT,,3,18,30,12:30-01:45,T R,0219 BYWATERS ACADEMIC,"Parker, Marvin",Main Campus
1,MNGT,4383,1,27062,INTERNATIONAL MANAGEMENT,,3,17,40,03:30-04:45,T R,0219 BYWATERS ACADEMIC,"Drew, Michelle",Main Campus
1,MNGT,4393,1,24262,STRATEGIC MNGT,,3,9,30,11:00-12:15,M W,0218 BYWATERS ACADEMIC,"Drew, Michelle",Main Campus
1,MUSC,1000,1,21647,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,33,35,10:00-10:50,M W F,0203 PATTON ACADEMIC,"Nicholson, Donnie",Main Campus
1,MUSC,1000,2,21648,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,34,35,09:00-09:50,M W F,0203 PATTON ACADEMIC,"Nicholson, Donnie",Main Campus
1,MUSC,1000,3,26558,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,29,35,12:30-01:45,T R,0203 PATTON ACADEMIC,"Williams, Barbara",Main Campus
1,MUSC,1000,7,27718,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,35,35,02:00-03:15,T R,0203 PATTON ACADEMIC,"Williams, Barbara",Main Campus
1,MUSC,1000,8,27719,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,32,35,03:30-04:45,T R,0203 PATTON ACADEMIC,"Giles, Leonard",Main Campus
1,MUSC,1000,WH2,27239,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,23,20,11:00-11:50,M W F,0203 PATTON ACADEMIC,"Thompson, Jonathan",Main Campus
1,MUSC,1000,WH3,27240,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,18,35,12:00-12:50,M W F,0203 PATTON ACADEMIC,"Thompson, Jonathan",Main Campus
1,MUSC,1001,1,27328,MUSIC FUNDAMENTALS,- No-cost:$0 required txtbk cost,3,5,20,02:00-02:50,M W F,0200 PATTON ACADEMIC,"Thompson, Jonathan",Main Campus
1,MUSC,1141,1,27840,MAJOR APPLIED MUSIC,- No-cost:$0 required txtbk cost,1,1,20,08:00-08:50,M,0200 PATTON ACADEMIC,"Lindsey, Randolph",Main Campus
1,MUSC,1331,1,22502,ENSEMBLE/CONCERT CHOIR,- No-cost:$0 required txtbk cost,1,1,35,04:00-05:30,MTWRF,0102 PATTON ACADEMIC,"Giles, Leonard",Main Campus
1,MUSC,1331,6,23264,MARCHING BAND,- No-cost:$0 required txtbk cost,1,36,35,06:00-09:00,MTWRF,0100 PATTON ACADEMIC,"Thompson, Jonathan",Main Campus
1,MUSC,2141,1,27841,MAJOR APPLIED MUSIC,- No-cost:$0 required txtbk cost,1,1,20,08:00-08:50,T,0214 PATTON ACADEMIC,"Lindsey, Randolph",Main Campus
1,MUSC,2314,1,27322,CONDUCTING FUNDAMENTALS,- No-cost:$0 required txtbk cost,1,1,20,10:00-10:50,M,0201 PATTON ACADEMIC,"Thompson, Jonathan",Main Campus
1,MUSC,2331,1,26796,MUSIC ENSEMBLE-CHOIR,- No-cost:$0 required txtbk cost,1,1,35,04:00-05:30,MTWRF,0102 PATTON ACADEMIC,"Thompson, Jonathan",Main Campus
1,MUSC,2331,6,23265,MARCHING BAND,- No-cost:$0 required txtbk cost,1,15,40,06:00-09:00,MTWRF,0100 PATTON ACADEMIC,"Thompson, Jonathan",Main Campus
1,MUSC,2362,1,27321,CLASS PIANO I,- No-cost:$0 required txtbk cost,1,0,20,02:00-02:50,W,0201 PATTON ACADEMIC,"Nicholson, Donnie",Main Campus
1,MUSC,3000,1,27845,MUSIC BUSINESS PRACTICES,- No-cost:$0 required txtbk cost,3,0,20,,,,,Main Campus
1,MUSC,3001,1,27839,MUSIC HISTORY & LIT I,- No-cost:$0 required txtbk cost,2,4,20,09:30-10:45,T R,0101 PATTON ACADEMIC,"Giles, Leonard",Main Campus
1,MUSC,3141,2,27842,MAJOR APPLIED MUSIC,- No-cost:$0 required txtbk cost,1,1,20,08:00-08:50,W,0214 PATTON ACADEMIC,"Lindsey, Randolph",Main Campus
1,MUSC,3331,6,26777,MUSIC ENSEMBLE-MARCHING BAND,- No-cost:$0 required txtbk cost,1,1,40,06:00-09:00,MTWRF,0100 PATTON ACADEMIC,"Thompson, Jonathan",Main Campus
1,MUSC,4003,1,27317,MUSIC HISTORY & LIT III,- No-cost:$0 required txtbk cost,2,2,20,12:00-12:50,M W,0211 PATTON ACADEMIC,"Giles, Leonard",Main Campus
1,MUSC,4331,1,25105,CONCERT CHOIR,- No-cost:$0 required txtbk cost,1,0,35,04:00-05:30,MTWRF,0102 PATTON ACADEMIC,,Main Campus
1,MUSC,4331,6,23267,MARCHING BAND,- No-cost:$0 required txtbk cost,1,4,40,06:00-09:00,MTWRF,0100 PATTON ACADEMIC,"Thompson, Jonathan",Main Campus
1,MUSC,4797,1,24314,MUSIC SEMINAR,- No-cost:$0 required txtbk cost,2,2,20,09:00-09:50,M W,0101 PATTON ACADEMIC,"Giles, Leonard",Main Campus
1,PEDW,1402,1,21662,FITS/LIFESTY ASSESSES,,1,50,50,09:00-09:50,M W,0348 HPE BUILDING,"Stanley, Adonis",Main Campus
1,PEDW,1402,2,27668,FITS/LIFESTY ASSESSES,,1,44,50,01:30-02:20,T R,0348 HPE BUILDING,"Williams, George",Main Campus
1,PEDW,1410,1,27780,BEGINNING SWIMMING,,1,26,25,02:00-02:50,M W,0352 HPE BUILDING,"Williams, George",Main Campus
1,PEDW,1441,1,27922,FITNES/COND THEORY,,1,41,50,11:00-11:50,T R,0350 HPE BUILDING,"Williams, George",Main Campus
1,PEDW,1444,1,27606,WALKING/JOGGING,,1,51,50,12:00-12:50,M W,0348 HPE BUILDING,"Stanley, Adonis",Main Campus
1,PEDW,1451,1,27923,BASKETBALL AND SOFTBALL,,1,52,50,09:30-10:20,T R,0350 HPE BUILDING,"Williams, George",Main Campus
1,PEDW,1611,1,26715,"FOLK, SQ/ SOC DANCE",,1,42,50,09:30-10:20,T R,0350 HPE BUILDING,"Green, Gregory",Main Campus
1,PEDW,1771,1,27745,RHYTHMIC AEROBICS,,1,52,50,01:00-01:50,M W,0350 HPE BUILDING,"Williams, George",Main Campus
1,PEDW,2522,1,23820,PERSON AND COMM HLTH,,2,62,50,01:00-01:50,M W,0348 HPE BUILDING,"Stanley, Adonis",Main Campus
1,PEDW,2522,W1,27921,PERSON AND COMM HLTH,,2,42,35,,,,"Gross, Jonathan",On-Line
1,PHIL,2010,1,26279,INTRO TO PHILOSOPHY,,3,46,45,09:00-09:50,M W F,0104 MILLER HALL,"Davy, Brian",Main Campus
1,PHIL,2010,2,27025,INTRO TO PHILOSOPHY,,3,42,45,03:00-03:50,M W F,0104 MILLER HALL,"Pierson, Mark",Main Campus
1,PHIL,2030,1,27103,ETHICS,,3,42,45,11:00-11:50,M W F,0104 MILLER HALL,"Davy, Brian",Main Campus
1,PHIL,4000,1,27550,ETHICS SEMINAR,,3,11,45,01:00-01:50,M W F,0104 MILLER HALL,"Pierson, Mark",Main Campus
1,PHSC,1101,1,21257,INTRO PHYSICAL SCI I,,3,45,40,12:30-01:45,T R,0212 ACADEMIC CLASSROOM BUILDI,"Kar, Adityamoy",Main Campus
1,PHSC,1101,2,26320,INTRO PHYSICAL SCI I,,3,42,40,01:00-01:50,M W F,0212 ACADEMIC CLASSROOM BUILDI,"Mack, James",Main Campus
1,PHSC,2011,1,24596,INTRO TRDTL FORMS OF ENRGY,- No-cost:$0 required txtbk cost,1,14,30,06:00-06:50,M,0212 ACADEMIC CLASSROOM BUILDI,"Kar, Adityamoy",Main Campus
1,PHYS,1111,1,21498,INTRO PHYSICS I,- Hope & Zell Miller STEM Course,4,34,30,09:00-09:50,M W F,COMPUTER TECHNOLOGY/MATHE,"Arora, Sanjeev",Main Campus
1,PHYS,1111,2,22673,INTRO PHYSICS I,- Hope & Zell Miller STEM Course,4,42,35,10:00-10:50,M W F,0204 COMPUTER TECHNOLOGY/MATHE,"Arora, Sanjeev",Main Campus
1,PHYS,1111L,51,24225,INTRO PHYS I LAB,- No-cost:$0 required txtbk cost,0,41,30,12:00-01:50,F,0225 ACADEMIC CLASSROOM BUILDI,"Arora, Sanjeev",Main Campus
1,PHYS,1111L,52,24226,INTRO PHYS I LAB,- No-cost:$0 required txtbk cost,0,35,31,02:00-03:50,F,0225 ACADEMIC CLASSROOM BUILDI,"Arora, Sanjeev",Main Campus
1,PHYS,2211,1,21504,PRINCIPLES 0F PHYSICS,- Hope & Zell Miller STEM Course,4,17,30,11:00-11:50,M W F,0204 COMPUTER TECHNOLOGY/MATHE,"Arora, Sanjeev",Main Campus
